	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
RSRC2	23.018868654701	0.269204899603312	0.31884496280615	0.844312851092403	0.398494606743566	0.999658563836992	RSRC2
SLC1A7	0	NA	NA	NA	NA	NA	SLC1A7
PRAMEF1	0	NA	NA	NA	NA	NA	PRAMEF1
PRAMEF2	0	NA	NA	NA	NA	NA	PRAMEF2
INTS3	12.2814001168667	-0.336213882014338	0.50456493637946	-0.666344126936096	0.505191166594309	0.999658563836992	INTS3
SOWAHC	3.97903825488664	0.494988655548714	0.792888219840053	0.624285546389587	0.532440074343001	0.999658563836992	SOWAHC
WNK1	16.8048130275847	-0.63587621478043	0.381926946580363	-1.66491581825749	0.0959295518827346	0.999658563836992	WNK1
SLC2A1	28.8028973375702	-0.193860760812437	0.792756333615601	-0.244540160188034	0.806812502532653	0.999658563836992	SLC2A1
ZNF192P1	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	ZNF192P1
SLC2A2	0.688207527573102	3.65214240157309	3.28787021030793	1.11079275274404	0.266657566680086	0.999658563836992	SLC2A2
FLJ38576	0.101587229938976	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	FLJ38576
SLC2A3	38.7715058223918	0.811742707191194	0.734115323323	1.10574276466102	0.268837874483145	0.999658563836992	SLC2A3
SLC2A4	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SLC2A4
ANKRD33B	0	NA	NA	NA	NA	NA	ANKRD33B
SLC2A5	7.41608224435694	-1.14776382680604	1.12882265400757	-1.01677958245365	0.309258297148993	0.999658563836992	SLC2A5
SLC3A1	1.17978433298246	4.42914739561249	3.26853801193181	1.35508517246667	0.175390422239123	0.999658563836992	SLC3A1
BMP4	1.31143267187434	2.37686053175896	1.5787028085098	1.50557819935887	0.132175488384946	0.999658563836992	BMP4
SLC3A2	112.634282885421	-0.0690843883849608	0.387399422458386	-0.178328578670976	0.858464935980454	0.999658563836992	SLC3A2
SLC4A1	0	NA	NA	NA	NA	NA	SLC4A1
PCDH15	0	NA	NA	NA	NA	NA	PCDH15
SLC4A2	35.2578596492067	0.205475658000675	0.447179106480712	0.459492975013442	0.645880195618656	0.999658563836992	SLC4A2
NADK	18.2327628688098	-0.20340345608605	0.372597961951439	-0.545905981398148	0.585130566579978	0.999658563836992	NADK
LOC652276	0	NA	NA	NA	NA	NA	LOC652276
SLC5A1	8.45512105304097	21.7429068036269	3.19297464788111	6.80960834376049	NA	NA	SLC5A1
SLC5A2	0	NA	NA	NA	NA	NA	SLC5A2
ZFP69B	0.86853976908296	-1.62390501640537	1.74404251232125	-0.931115500300515	0.351793821437442	0.999658563836992	ZFP69B
SPATS2	9.92386878205706	0.104796988986404	0.574904598677818	0.182285877043633	0.855358381489962	0.999658563836992	SPATS2
ZSWIM4	3.00136922316548	-0.2177982747081	0.776817636995266	-0.28037246367184	0.77919176097913	0.999658563836992	ZSWIM4
SMTN	10.9701860447871	-0.667150210242033	0.767265549323076	-0.869516702308125	0.38456457653687	0.999658563836992	SMTN
CPLANE1	1.38711667744694	-0.625692884109111	1.16064930566004	-0.539088664472421	0.58982567680683	0.999658563836992	CPLANE1
ZNF649	2.61102787062687	-0.504329514290561	0.896570131068888	-0.562509832542939	0.573768706360262	0.999658563836992	ZNF649
MPPE1	3.07096028225635	-0.0427089858362007	0.761300927970935	-0.0561000049612855	0.955262139987868	0.999658563836992	MPPE1
SLC5A3	7.59061901306492	-0.544786116396967	0.613194828090818	-0.88843886386511	0.374304727893573	0.999658563836992	SLC5A3
COA7	8.97059427613249	-0.387525976569998	0.574291533914623	-0.674789638510689	0.499809424315922	0.999658563836992	COA7
PYCR3	9.60316463070916	-0.689791100958276	0.517474538989468	-1.33299524708077	0.182533363552078	0.999658563836992	PYCR3
UBE2Z	63.3472890151106	0.118723429077677	0.275036350063649	0.431664501983835	0.665985270935542	0.999658563836992	UBE2Z
C8orf33	30.4670891120519	-0.325533426780189	0.47853795211883	-0.680266685931219	0.496335614470634	0.999658563836992	C8orf33
WNK4	1.83769404205111	0.902305009858327	1.52219499683971	0.592765717750773	0.553337953678651	0.999658563836992	WNK4
WNK3	0.181874727140351	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	WNK3
WNK2	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	WNK2
SLC5A4	0.402030756926316	1.04562661914704	2.30600323226516	0.453436753477544	0.650234276104272	0.999658563836992	SLC5A4
SLC5A5	0	NA	NA	NA	NA	NA	SLC5A5
SLC6A1	0	NA	NA	NA	NA	NA	SLC6A1
SNORA48	0.966677425705567	0.679990020576004	1.59255340766509	0.426980983685167	0.669393178528292	0.999658563836992	SNORA48
SNORD10	3.35427907919415	1.24667655200441	0.843582551469421	1.4778358677913	0.139451715392348	0.999658563836992	SNORD10
CASTOR1	1.79345063212257	-1.75057486020767	1.40386575163128	-1.24696742418106	0.212409442354977	0.999658563836992	CASTOR1
UCA1	0.196630722163743	1.8479712210107	3.40127377980293	0.543317398318277	0.586911287257197	0.999658563836992	UCA1
BMP5	0.196630722163743	1.8479712210107	3.40127377980293	0.543317398318277	0.586911287257197	0.999658563836992	BMP5
SLC6A2	0	NA	NA	NA	NA	NA	SLC6A2
GOLGA8S	0	NA	NA	NA	NA	NA	GOLGA8S
GOLGA8T	0	NA	NA	NA	NA	NA	GOLGA8T
SLC6A3	0	NA	NA	NA	NA	NA	SLC6A3
FAM86FP	0.2805059267998	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	FAM86FP
ZBTB8A	0.193314603787377	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	ZBTB8A
FAM228A	0	NA	NA	NA	NA	NA	FAM228A
ANXA8	0	NA	NA	NA	NA	NA	ANXA8
NBPF6	0	NA	NA	NA	NA	NA	NBPF6
LOC653160	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	LOC653160
RPSAP9	0.199835955445789	1.86818174093932	3.39909942274707	0.549610796447225	0.582586352077455	0.999658563836992	RPSAP9
GUSBP3	0	NA	NA	NA	NA	NA	GUSBP3
ABCC6P1	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	ABCC6P1
TRIM43B	0	NA	NA	NA	NA	NA	TRIM43B
SLC6A4	0.301356549809707	2.45967439042812	3.34684039996244	0.734924315618912	0.462385588719798	0.999658563836992	SLC6A4
GTF2H2B	0	NA	NA	NA	NA	NA	GTF2H2B
KRTAP4-11	0	NA	NA	NA	NA	NA	KRTAP4-11
PRB2	0	NA	NA	NA	NA	NA	PRB2
AGAP7P	0	NA	NA	NA	NA	NA	AGAP7P
POTEI	0	NA	NA	NA	NA	NA	POTEI
SLC6A6	5.77591158134806	-0.691256555288558	0.744957512482858	-0.927914067185764	0.353452146808548	0.999658563836992	SLC6A6
ASAH2B	0	NA	NA	NA	NA	NA	ASAH2B
FAM153CP	0	NA	NA	NA	NA	NA	FAM153CP
KIAA0895L	1.27235676275197	0.575559732570975	1.32340668894111	0.43490767983914	0.663629439911345	0.999658563836992	KIAA0895L
FAM86B2	0	NA	NA	NA	NA	NA	FAM86B2
NCF1	7.95604980785887	0.20921376847757	1.63025524791612	0.128331909217896	0.897886313971671	0.999658563836992	NCF1
RRN3P2	0.199835955445789	1.86818174093932	3.39909942274707	0.549610796447225	0.582586352077455	0.999658563836992	RRN3P2
GSTTP2	0	NA	NA	NA	NA	NA	GSTTP2
SLC6A7	0	NA	NA	NA	NA	NA	SLC6A7
FOXD4L6	0	NA	NA	NA	NA	NA	FOXD4L6
FOXD4L5	0	NA	NA	NA	NA	NA	FOXD4L5
AQP12B	0	NA	NA	NA	NA	NA	AQP12B
SRGAP2C	0.295726611179055	0.158091642307529	3.08379667796855	0.0512652612401385	0.959114149203009	0.999658563836992	SRGAP2C
MRPL45P2	0.608823598145298	2.05611838986381	1.73019854423395	1.18837135582851	0.234687136401647	0.999658563836992	MRPL45P2
AFDN-DT	0	NA	NA	NA	NA	NA	AFDN-DT
RGPD3	0	NA	NA	NA	NA	NA	RGPD3
PSG10P	0	NA	NA	NA	NA	NA	PSG10P
LGALS7B	0	NA	NA	NA	NA	NA	LGALS7B
SLC6A8	39.3918246343455	0.805580461734116	0.535998098050539	1.50295395573989	0.132850917883064	0.999658563836992	SLC6A8
653501	0	NA	NA	NA	NA	NA	653501
PPIAL4A	0	NA	NA	NA	NA	NA	PPIAL4A
SFTPA1	0	NA	NA	NA	NA	NA	SFTPA1
LOC653513	0	NA	NA	NA	NA	NA	LOC653513
GPR89A	1.24528565015326	-0.44758681656743	1.42528575739622	-0.314033038108164	0.753495946311716	0.999658563836992	GPR89A
TMEM236	0	NA	NA	NA	NA	NA	TMEM236
PHLDB3	1.50353925938683	0.245713571617028	1.02348848861746	0.240074582518207	0.810272438275422	0.999658563836992	PHLDB3
SLC6A9	0.997999866818668	1.24850944672143	1.36619620117794	0.913858086887488	0.360791419593418	0.999658563836992	SLC6A9
H3C13	0	NA	NA	NA	NA	NA	H3C13
WASH7P	0.402235526619686	1.04562725638757	2.3057888268971	0.453479192973049	0.650203722703215	0.999658563836992	WASH7P
GOLGA6C	0	NA	NA	NA	NA	NA	GOLGA6C
TBC1D3P1-DHX40P1	0	NA	NA	NA	NA	NA	TBC1D3P1-DHX40P1
LOC653653	1.40784027729938	-2.37193026956558	2.45887775706166	-0.964639361494738	0.334725477096664	0.999658563836992	LOC653653
SEC1P	0	NA	NA	NA	NA	NA	SEC1P
FAM226B	0	NA	NA	NA	NA	NA	FAM226B
LOC653712	0	NA	NA	NA	NA	NA	LOC653712
POTEJ	0	NA	NA	NA	NA	NA	POTEJ
MZT2A	37.004371572555	0.340064290581221	0.481274477254198	0.706591158794417	0.47982058479693	0.999658563836992	MZT2A
OTOAP1	0	NA	NA	NA	NA	NA	OTOAP1
SLC6A11	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SLC6A11
ZG16	2.35956866596492	5.42870775822498	3.25492754442225	1.66784288870817	NA	NA	ZG16
FAM72B	0.103467811004938	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	FAM72B
ACTR3C	0.199835955445789	1.86818174093932	3.39909942274707	0.549610796447225	0.582586352077455	0.999658563836992	ACTR3C
SLC6A12	0.744520998453215	-0.174743807567531	2.91676081129261	-0.0599102288027828	0.952227133123782	0.999658563836992	SLC6A12
BMP6	0.608706835260505	-0.997551020852381	2.00059404919928	-0.498627405820607	0.618041894508927	0.999658563836992	BMP6
SLC6A13	0	NA	NA	NA	NA	NA	SLC6A13
SLC7A1	16.4834344050691	-0.176792359899734	0.603967773648454	-0.292718200561869	0.769737556917647	0.999658563836992	SLC7A1
SLC7A2	2.80142906993481	-0.653618998443785	1.76657213851023	-0.369992815008953	0.7113878439187	0.999658563836992	SLC7A2
OCM	0	NA	NA	NA	NA	NA	OCM
ZNF732	0	NA	NA	NA	NA	NA	ZNF732
SLC8A2	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SLC8A2
SNORA8	0.991542792995199	1.23635366864731	1.50510071201612	0.821442484729933	0.411394272411822	0.999658563836992	SNORA8
SNORA75	0.298151316527661	2.44565835852939	3.34785477534577	0.730515067899505	0.465075406061489	0.999658563836992	SNORA75
SNORA13	0	NA	NA	NA	NA	NA	SNORA13
654341	0	NA	NA	NA	NA	NA	654341
LSP1P4	5.53364631578572	0.628893304362148	0.59090965247078	1.06427996519019	0.287201891183595	0.999658563836992	LSP1P4
LGALS9C	0	NA	NA	NA	NA	NA	LGALS9C
NME1-NME2	0	NA	NA	NA	NA	NA	NME1-NME2
LRTM2	0	NA	NA	NA	NA	NA	LRTM2
PAX8-AS1	1.79026461949238	-0.597895244447126	1.91899193643607	-0.311567356326432	0.755369345992255	0.999658563836992	PAX8-AS1
SNHG20	2.07372678369394	0.841000272198364	0.961265025863859	0.874889078006956	0.381634262399138	0.999658563836992	SNHG20
FER1L6	0.196630722163743	1.8479712210107	3.40127377980293	0.543317398318277	0.586911287257197	0.999658563836992	FER1L6
FGF7P3	0	NA	NA	NA	NA	NA	FGF7P3
SLC7A4	0.368111737431648	-1.52715602758754	3.44232685854824	-0.443640621690294	0.65730243170009	0.999658563836992	SLC7A4
IQCJ	0	NA	NA	NA	NA	NA	IQCJ
SLC8A1	3.21432944085338	-0.876668780487703	1.22598525383008	-0.715072858950721	0.474564023790479	0.999658563836992	SLC8A1
SLC8A3	0	NA	NA	NA	NA	NA	SLC8A3
PCP4L1	0	NA	NA	NA	NA	NA	PCP4L1
SLC9A1	9.79557674536303	0.325455924746284	0.447664390233118	0.727008741027638	0.46722060107737	0.999658563836992	SLC9A1
NCF1B	2.62348325430376	0.565647157482671	1.81327102422559	0.311948489732386	0.75507967041394	0.999658563836992	NCF1B
NCF1C	2.73347511105844	-0.909245217450244	1.64163268877306	-0.553866418272777	0.579670269103796	0.999658563836992	NCF1C
FAM138C	0	NA	NA	NA	NA	NA	FAM138C
MFF-DT	0	NA	NA	NA	NA	NA	MFF-DT
SLC9A2	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	SLC9A2
BMP7	1.73963469625989	-0.505365722877621	1.88903242895993	-0.267526229370169	0.789064021760176	0.999658563836992	BMP7
SLC9A3	7.90263636332145	0.848656117258517	1.80265310100211	0.470781714344674	0.637796623884771	0.999658563836992	SLC9A3
SLC9A5	0.19065913401736	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	SLC9A5
SLC10A1	0	NA	NA	NA	NA	NA	SLC10A1
SLC10A2	0	NA	NA	NA	NA	NA	SLC10A2
SLC11A1	2.38383018916625	1.7084337054796	1.31063585266529	1.30351516174791	0.192398943556522	0.999658563836992	SLC11A1
SLC12A1	0	NA	NA	NA	NA	NA	SLC12A1
SLC12A2	3.65294785188675	1.47160966300607	0.858389912190271	1.71438368753788	0.086458282411809	0.999658563836992	SLC12A2
SLC12A3	0	NA	NA	NA	NA	NA	SLC12A3
BMP8B	2.1266267300212	-0.461359111970501	1.62161482419351	-0.284505978292319	0.776022653239149	0.999658563836992	BMP8B
SLC12A4	10.3479712257702	0.588106374659433	0.582743541614501	1.00920273269795	0.312877416347855	0.999658563836992	SLC12A4
SLC13A1	0	NA	NA	NA	NA	NA	SLC13A1
SLC14A1	0	0	0	0	1	NA	SLC14A1
SLC15A1	1.67136113839182	4.93139137354574	3.26053971912255	1.5124463427401	0.130420353063949	0.999658563836992	SLC15A1
SLC15A2	0	NA	NA	NA	NA	NA	SLC15A2
SLC16A1	25.9176372487234	-0.664495377359486	0.585136768228667	-1.13562403431091	0.256113945688349	0.999658563836992	SLC16A1
SLC16A2	1.29080343618631	-0.500269648791257	1.4272927773052	-0.35050247345593	0.725961634194028	0.999658563836992	SLC16A2
SLC17A1	0	NA	NA	NA	NA	NA	SLC17A1
SLC34A1	0	NA	NA	NA	NA	NA	SLC34A1
BMPR1A	5.98354507603973	0.00434229592486441	0.740220061430798	0.0058662229668175	0.995319458109479	0.999658563836992	BMPR1A
SLC18A1	1.24072210811067	-3.25419279320623	3.38613212859424	-0.961035384805617	0.336534376464007	0.999658563836992	SLC18A1
SLC18A2	1.68871908595624	0.368675978372287	1.0610564430684	0.347461231474301	0.728244839109917	0.999658563836992	SLC18A2
SLC18A3	0	NA	NA	NA	NA	NA	SLC18A3
SLC19A1	9.88631434604732	-0.661933909180424	0.557979118163731	-1.18630588069102	0.235501525119772	0.999658563836992	SLC19A1
SLC20A1	42.5462002894501	-0.579373358522953	0.892777988827332	-0.648955693098978	0.516367015015976	0.999658563836992	SLC20A1
SLC20A2	7.41452106017319	-0.300806806274561	0.596511337574808	-0.504276762781289	0.614066904311982	0.999658563836992	SLC20A2
SLC25A1	51.1484752432215	-0.298285800752629	0.389397814061046	-0.766018169546957	0.443665491114737	0.999658563836992	SLC25A1
SLCO2A1	2.48405894875819	0.883182454175958	1.19226531020538	0.740760002506338	0.458838970794265	0.999658563836992	SLCO2A1
SLCO1A2	0	NA	NA	NA	NA	NA	SLCO1A2
BMPR1B	0.407223585957252	1.07366189457866	2.91394256553703	0.368456779923109	0.712532666373564	0.999658563836992	BMPR1B
SLC22A1	0	NA	NA	NA	NA	NA	SLC22A1
SLC22A3	0.593164035348334	2.75507913544207	3.30630841514763	0.833279534002291	0.404687095947866	0.999658563836992	SLC22A3
SLC22A2	0	NA	NA	NA	NA	NA	SLC22A2
SLC22A4	0.300098533168681	1.43577886806927	3.40127342361811	0.422129799415526	0.672930278087399	0.999658563836992	SLC22A4
SLC22A5	2.46591337127916	0.892473788819397	0.896706892784703	0.995279277989979	0.319600453262837	0.999658563836992	SLC22A5
SLIT1	0	NA	NA	NA	NA	NA	SLIT1
SLIT3	0.598407813204845	2.06586464297574	2.12627750088823	0.971587500743783	0.33125580322948	0.999658563836992	SLIT3
SLN	0.399855070790342	2.03795336473099	2.81436797454565	0.724124699812928	0.468989181954169	0.999658563836992	SLN
BMPR2	12.5896752835355	1.74004167732092	0.679042218386918	2.56249409860617	0.010392335376481	0.999658563836992	BMPR2
SLPI	5.14113496862483	4.42490665570681	1.7122288591769	2.58429627090502	0.00975779336404006	0.999658563836992	SLPI
SNAI2	33.824319846299	-1.69739744618052	0.807368209301356	-2.10238330742467	0.0355197122380327	0.999658563836992	SNAI2
SMARCA1	22.0249741579062	-0.0504038614555464	0.830787052985483	-0.0606700131813767	0.951622013687012	0.999658563836992	SMARCA1
SMARCA2	13.4774161508979	-0.379729004257936	0.457218827193644	-0.830519177411544	0.406245309726451	0.999658563836992	SMARCA2
HLTF	13.7767357675502	-0.941017081326085	0.469232927455598	-2.00543701489306	0.044916347916599	0.999658563836992	HLTF
SMARCA4	16.6066174030907	-0.274906193433502	0.446399738536187	-0.615829647066912	0.538006958189756	0.999658563836992	SMARCA4
STK33	0.413871244019752	-1.66553847463687	3.43534544067036	-0.48482416205337	0.627801081774823	0.999658563836992	STK33
PLEKHA3	8.21478122963169	0.742724179115823	0.450178273140511	1.64984456920692	0.0989747303806494	0.999658563836992	PLEKHA3
PHACTR4	5.43911471826655	-0.16704723859851	0.580771362185709	-0.287629951259709	0.773630015503376	0.999658563836992	PHACTR4
SMARCB1	33.5958431849263	-0.562001898326596	0.315492742886575	-1.78134651588054	0.0748558598379445	0.999658563836992	SMARCB1
BRD9	9.70163489884004	0.146008713997487	0.523672272878399	0.27881696541797	0.780385294039808	0.999658563836992	BRD9
CAPRIN2	3.58281069328174	0.0570414309982804	0.714387059033855	0.0798466745400229	0.936359201887174	0.999658563836992	CAPRIN2
ZSCAN18	1.72536111959841	-2.67334767073868	1.49429479193299	-1.78903633016112	0.0736089648396953	0.999658563836992	ZSCAN18
GRAMD2B	7.72824079705702	0.585910453305549	0.614775852714601	0.953047278481102	0.340566116665681	0.999658563836992	GRAMD2B
AACS	5.15301381461299	0.579892125849231	0.671004909956371	0.864214430095506	0.387470106628666	0.999658563836992	AACS
ZBTB10	5.1495391423553	-0.638140783395904	0.870729546413064	-0.732880589644281	0.463631262736288	0.999658563836992	ZBTB10
KCTD14	0	NA	NA	NA	NA	NA	KCTD14
ZNF747	1.88953780554129	-0.241358223567442	0.989800135237888	-0.243845413811177	0.807350546576882	0.999658563836992	ZNF747
DLK2	0.69897597611874	-1.2391178293576	2.39258527167246	-0.517899129459838	0.604528649440039	0.999658563836992	DLK2
SMARCC1	32.4635165162399	-0.578398694170935	0.516734948426535	-1.11933341441713	0.262997925768883	0.999658563836992	SMARCC1
ANTKMT	19.1608837403501	0.447047181411818	0.617137468534704	0.72438833194371	0.468827361148854	0.999658563836992	ANTKMT
FUNDC2	23.0529536239317	0.303269564258173	0.362166638189766	0.837375760986764	0.402381386076964	0.999658563836992	FUNDC2
DDRGK1	38.7064211552779	-0.0560535217060477	0.48307389030529	-0.116035088691346	0.907624732857398	0.999658563836992	DDRGK1
MRPS34	77.0481924440404	0.374353108568654	0.347516521108431	1.07722391837552	0.281380242193178	0.999658563836992	MRPS34
CENPBD1P1	6.67033853180053	-0.549654222571545	0.563898957022474	-0.974738852992131	0.329689815147667	0.999658563836992	CENPBD1P1
RASL11B	0.199902591020848	0.570282311025334	3.44865606662119	0.16536363731512	0.868657772828279	0.999658563836992	RASL11B
C11orf95	4.84077797193436	-0.897827938280643	0.778124188364446	-1.153836304932	0.248567286804945	0.999658563836992	C11orf95
LRRC61	1.86298147475809	0.510797539824364	1.80372080881822	0.283191022317381	0.777030409949245	0.999658563836992	LRRC61
BMX	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	BMX
TMEM108	0	NA	NA	NA	NA	NA	TMEM108
CYP4F12	0.786522888654974	3.84460939177069	3.28208414359444	1.17139269548409	0.241440967010967	0.999658563836992	CYP4F12
LYNX1	1.50865330480406	-0.753424101872172	1.76193867260996	-0.42761085478425	0.668934461774078	0.999658563836992	LYNX1
CHID1	21.6699998660268	-0.0208337962385932	0.418976327098769	-0.049725473472113	0.960341156670535	0.999658563836992	CHID1
TRAK2	17.4205533444863	0.341127007804199	0.453939631526566	0.751480999041687	0.452363231775979	0.999658563836992	TRAK2
SMARCC2	16.554348733654	-0.0601837683740942	0.350190296019865	-0.171860183043679	0.863547450092297	0.999658563836992	SMARCC2
SMARCD1	19.6640300235069	-0.0985367608123299	0.358011018179614	-0.275233877754271	0.783136560993328	0.999658563836992	SMARCD1
SMARCD2	40.2635033080229	-0.157258440641389	0.284001920131467	-0.553723159930019	0.579768322668268	0.999658563836992	SMARCD2
SLC2A11	0.996900075425294	0.0227673583327908	1.27611306108614	0.0178411764811911	0.985765555898343	0.999658563836992	SLC2A11
MTMR9	2.44664529629785	-0.738920916395586	1.0474462110028	-0.705449987439604	0.480530245244937	0.999658563836992	MTMR9
BOLL	0	NA	NA	NA	NA	NA	BOLL
SMARCD3	8.82549916309517	0.368419075165016	0.697896611991055	0.527899217212045	0.597569288053412	0.999658563836992	SMARCD3
SMARCE1	33.3616094170511	0.10987292103658	0.430665408729121	0.25512362685643	0.798627616234318	0.999658563836992	SMARCE1
SMN1	0	NA	NA	NA	NA	NA	SMN1
SMN2	0.796447720892418	-0.341869282944745	1.48330404157678	-0.230478225206838	0.817720181840186	0.999658563836992	SMN2
SMO	10.9527022825546	0.621546733811344	0.726987233684822	0.854962377621076	0.392571976020957	0.999658563836992	SMO
SMPD1	25.0767607998425	0.308253032823143	0.474253868701727	0.649974735402765	0.515708541278898	0.999658563836992	SMPD1
POLR3D	19.293960266769	-0.269307147654328	0.639401510468947	-0.421186286308291	0.673619057539453	0.999658563836992	POLR3D
SMPD2	6.20568696859069	0.159742512941214	0.683324562103864	0.233772531824976	0.815161575184716	0.999658563836992	SMPD2
SMS	117.389906004515	-0.686632621627333	0.50909417359698	-1.34873400097268	0.177422420260975	0.999658563836992	SMS
SUMO3	66.5799094931594	0.0675749766123066	0.427669609273293	0.158007431781584	0.87445094256969	0.999658563836992	SUMO3
SUMO2	162.392492588631	-0.0173306820559691	0.261815493548113	-0.066194256959756	0.947223169030479	0.999658563836992	SUMO2
SIGLEC1	6.44031932243915	0.879074336950905	1.49763328265165	0.586975695007558	0.557220030334395	0.999658563836992	SIGLEC1
SNAI1	3.52595724145345	-0.548163682044469	1.58641018840071	-0.345537166902012	0.729690573726077	0.999658563836992	SNAI1
SNAP25	0.503718036802191	-1.95465454322407	3.42203036330616	-0.571197311450972	0.567865900483898	0.999658563836992	SNAP25
SNAPC1	7.90818242314702	-1.10904298073854	0.723838800634571	-1.53216846038962	0.125480869348781	0.999658563836992	SNAPC1
SNAPC2	20.5617895933363	0.00792875652084857	0.682693465978909	0.0116139335089132	0.990733630076842	0.999658563836992	SNAPC2
SNAPC3	6.84230223444723	0.0707556547783375	0.591925193932699	0.119534791733129	0.904851677809772	0.999658563836992	SNAPC3
BNIP1	6.90529630051326	0.0476927452085064	0.536129564318752	0.0889574990498958	0.929115686998574	0.999658563836992	BNIP1
SNCB	0.37631466888994	-0.254101795391068	3.01053753147803	-0.0844041280781897	0.932735125268697	0.999658563836992	SNCB
SNAPC4	3.85701379770465	-1.21029442456974	0.807397549976888	-1.49900680848535	0.133871865784546	0.999658563836992	SNAPC4
SNCA	34.9545862053425	0.338213480619717	1.23486215873341	0.273887638573863	0.784170971478799	0.999658563836992	SNCA
SNCG	2.60699765725641	1.46990180684176	1.31072628091074	1.12144070676634	0.262100317032831	0.999658563836992	SNCG
FSCN1	69.1712351674813	-2.64668225027663	0.580130229017093	-4.5622208909211	5.06153549559737e-06	0.0195527116194926	FSCN1
SNRNP70	55.091143108852	0.385411304343299	0.297064893413773	1.29739768275638	0.194494389421713	0.999658563836992	SNRNP70
SNRPA	36.5782624577248	0.185084570988636	0.332569989317821	0.556528180333674	0.57784983543009	0.999658563836992	SNRPA
SNRPA1	26.308878613638	0.167039293350465	0.333274355242757	0.501206560669193	0.616225757520321	0.999658563836992	SNRPA1
SNRPB	65.6644616378577	0.163522018961557	0.366845588123911	0.445751630264457	0.655776665047601	0.999658563836992	SNRPB
SNRPB2	50.0345844024866	-0.097815033668632	0.293927653031457	-0.33278608752802	0.739295760794555	0.999658563836992	SNRPB2
BNIP2	23.0678332889325	0.158927806058886	0.331923077764337	0.478809147978928	0.632074408150191	0.999658563836992	BNIP2
SNRPC	104.14438985026	-0.0632033636654755	0.402264635908846	-0.157118866595565	0.875151168859217	0.999658563836992	SNRPC
SNRPD1	42.6897216728582	-0.310952194868567	0.335873500869235	-0.925801511771033	0.354549141401039	0.999658563836992	SNRPD1
SNRPD2	175.199944186205	-0.0460918510720988	0.312925038594954	-0.147293585962482	0.882900294923121	0.999658563836992	SNRPD2
SNRPD3	40.1685795191653	-0.339699012187791	0.340958203939135	-0.996306902908341	0.319101050843899	0.999658563836992	SNRPD3
SNRPE	65.6991942771815	-0.011665600930964	0.653287273583069	-0.0178567705245228	0.985753115633732	0.999658563836992	SNRPE
SNRPF	54.5891763252365	0.0517619967535562	0.243942938493842	0.212188953175469	0.831959624613149	0.999658563836992	SNRPF
SNRPG	37.5699524285794	0.583341225588914	0.259911952929743	2.24438014109569	0.0248079531429318	0.999658563836992	SNRPG
SNRPN	17.2259419429394	0.108623198776447	0.744567287720673	0.145887686133745	0.884010052624851	0.999658563836992	SNRPN
BNIP3	14.5335484999883	-0.314237139490917	0.358418451308984	-0.876732596615179	0.380631897271028	0.999658563836992	BNIP3
SNTA1	11.6336420707928	0.0950548065352577	0.825647759868281	0.115127553365399	0.908344020678157	0.999658563836992	SNTA1
SNTB1	11.5597877591763	-0.69897027784086	0.789862903205533	-0.884926073884721	0.376196504186208	0.999658563836992	SNTB1
SNX1	19.7477938378235	-0.095164939726523	0.498724131879742	-0.190816793580525	0.848669131059722	0.999658563836992	SNX1
SNX2	11.4986087843897	0.217089572452906	0.469987191262195	0.461905295482396	0.644149236352081	0.999658563836992	SNX2
SNTB2	6.32380091388971	-0.563955674500782	0.704064352439202	-0.80100018208134	0.4231315404388	0.999658563836992	SNTB2
SOAT1	18.666816368878	-0.0946594068556927	0.438362100055373	-0.215938847915309	0.829035415130678	0.999658563836992	SOAT1
HSP90AB4P	0	NA	NA	NA	NA	NA	HSP90AB4P
SOD1	235.213582980538	0.193853374165077	0.242749245468297	0.798574569371397	0.424537138378629	0.999658563836992	SOD1
ZNF826P	0	NA	NA	NA	NA	NA	ZNF826P
